,gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes,series,series_game,num_series_wins,opp_series_wins,series_winner
18,50204,200505020DAL,NBA,0,2005,2005-05-02,87,1,DAL,Mavericks,103,1685.3809,1688.9281,59.672024,HOU,Rockets,100,1674.3434,1670.7961,H,W,0.65456879,,DAL_HOU,5.0,4,3,DAL
19,50212,200505050HOU,NBA,1,2005,2005-05-05,88,1,DAL,Mavericks,83,1688.9281,1677.941,58.74696,HOU,Rockets,101,1670.7961,1681.7832,A,L,0.38431561,,DAL_HOU,6.0,4,3,DAL
20,50216,200505070DAL,NBA,0,2005,2005-05-07,89,1,DAL,Mavericks,116,1677.941,1696.2601,60.276375,HOU,Rockets,76,1681.7832,1663.4641,H,W,0.63495398,,DAL_HOU,7.0,4,3,DAL
21,50175,200504230DAL,NBA,1,2005,2005-04-23,83,1,HOU,Rockets,98,1669.1071,1686.3287,59.455257,DAL,Mavericks,86,1690.6172,1673.3955,A,W,0.33193004,,HOU_DAL,1.0,3,4,DAL
22,50183,200504250DAL,NBA,1,2005,2005-04-25,84,1,HOU,Rockets,113,1686.3287,1692.7972,59.992249,DAL,Mavericks,111,1673.3955,1666.927,A,W,0.37725949,,HOU_DAL,2.0,3,4,DAL
23,50190,200504280HOU,NBA,0,2005,2005-04-28,85,1,HOU,Rockets,102,1692.7972,1683.3229,59.202972,DAL,Mavericks,106,1666.927,1676.4014,H,L,0.673612,,HOU_DAL,3.0,3,4,DAL
24,50197,200504300HOU,NBA,0,2005,2005-04-30,86,1,HOU,Rockets,93,1683.3229,1674.3434,58.439072,DAL,Mavericks,97,1676.4014,1685.3809,H,L,0.64919204,,HOU_DAL,4.0,3,4,DAL
25,50204,200505020DAL,NBA,1,2005,2005-05-02,87,1,HOU,Rockets,100,1674.3434,1670.7961,58.133125,DAL,Mavericks,103,1685.3809,1688.9281,A,L,0.34543121,,HOU_DAL,5.0,3,4,DAL
26,50212,200505050HOU,NBA,0,2005,2005-05-05,88,1,HOU,Rockets,101,1670.7961,1681.7832,59.073078,DAL,Mavericks,83,1688.9281,1677.941,H,W,0.61568439,,HOU_DAL,6.0,3,4,DAL
27,50216,200505070DAL,NBA,1,2005,2005-05-07,89,1,HOU,Rockets,76,1681.7832,1663.4641,57.493393,DAL,Mavericks,116,1677.941,1696.2601,A,L,0.36504602,,HOU_DAL,7.0,3,4,DAL
28,50176,200504230DET,NBA,0,2005,2005-04-23,83,1,DET,Pistons,106,1612.8612,1619.4454,53.457451,PHI,Sixers,85,1500.2852,1493.7009,H,W,0.77271158,,DET_PHI,1.0,4,1,DET
29,50184,200504260DET,NBA,0,2005,2005-04-26,84,1,DET,Pistons,99,1619.4454,1624.332,53.920925,PHI,Sixers,84,1493.7009,1488.8143,H,W,0.78574914,,DET_PHI,2.0,4,1,DET
30,50194,200504290PHI,NBA,1,2005,2005-04-29,85,1,DET,Pistons,104,1624.332,1611.8441,52.729507,PHI,Sixers,115,1488.8143,1501.3022,A,L,0.55093676,,DET_PHI,3.0,4,1,DET
31,50202,200505010PHI,NBA,1,2005,2005-05-01,86,1,DET,Pistons,97,1611.8441,1618.611,53.377945,PHI,Sixers,92,1501.3022,1494.5354,A,W,0.51516628,,DET_PHI,4.0,4,1,DET
32,50208,200505030DET,NBA,0,2005,2005-05-03,87,1,DET,Pistons,88,1618.611,1622.4103,53.739082,PHI,Sixers,78,1494.5354,1490.7361,H,W,0.7841273,,DET_PHI,5.0,4,1,DET
33,50176,200504230DET,NBA,1,2005,2005-04-23,83,1,PHI,Sixers,85,1500.2852,1493.7009,40.673515,DET,Pistons,106,1612.8612,1619.4454,A,L,0.22728842,,PHI_DET,1.0,1,4,DET
34,50184,200504260DET,NBA,1,2005,2005-04-26,84,1,PHI,Sixers,84,1493.7009,1488.8143,40.161041,DET,Pistons,99,1619.4454,1624.332,A,L,0.21425086,,PHI_DET,2.0,1,4,DET
35,50194,200504290PHI,NBA,0,2005,2005-04-29,85,1,PHI,Sixers,115,1488.8143,1501.3022,41.470833,DET,Pistons,104,1624.332,1611.8441,H,W,0.44906324,,PHI_DET,3.0,1,4,DET
36,50202,200505010PHI,NBA,0,2005,2005-05-01,86,1,PHI,Sixers,92,1501.3022,1494.5354,40.761044,DET,Pistons,97,1611.8441,1618.611,H,L,0.48483369,,PHI_DET,4.0,1,4,DET
37,50208,200505030DET,NBA,1,2005,2005-05-03,87,1,PHI,Sixers,78,1494.5354,1490.7361,40.36256,DET,Pistons,88,1618.611,1622.4103,A,L,0.2158727,,PHI_DET,5.0,1,4,DET
38,50177,200504230SEA,NBA,1,2005,2005-04-23,83,1,SAC,Kings,82,1575.7599,1570.1055,48.599148,SEA,Thunder,87,1531.9688,1537.6232,A,L,0.41980737,,SAC_SEA,1.0,1,4,SEA
39,50186,200504260SEA,NBA,1,2005,2005-04-26,84,1,SAC,Kings,93,1570.1055,1561.1843,47.691826,SEA,Thunder,105,1537.6232,1546.5443,A,L,0.40403914,,SAC_SEA,2.0,1,4,SEA
40,50195,200504290SAC,NBA,0,2005,2005-04-29,85,1,SAC,Kings,116,1561.1843,1568.4484,48.431164,SEA,Thunder,104,1546.5443,1539.2803,H,W,0.65924263,,SAC_SEA,3.0,1,4,SEA
41,50203,200505010SAC,NBA,0,2005,2005-05-01,86,1,SAC,Kings,102,1568.4484,1549.925,46.537128,SEA,Thunder,115,1539.2803,1557.8036,H,L,0.67777193,,SAC_SEA,4.0,1,4,SEA
42,50209,200505030SEA,NBA,1,2005,2005-05-03,87,1,SAC,Kings,118,1549.925,1545.8549,46.117397,SEA,Thunder,122,1557.8036,1561.8738,A,L,0.3495543,,SAC_SEA,5.0,1,4,SEA
43,50177,200504230SEA,NBA,0,2005,2005-04-23,83,1,SEA,Thunder,87,1531.9688,1537.6232,45.265266,SAC,Kings,82,1575.7599,1570.1055,H,W,0.58019263,,SEA_SAC,1.0,4,1,SEA
44,50186,200504260SEA,NBA,0,2005,2005-04-26,84,1,SEA,Thunder,105,1537.6232,1546.5443,46.188576,SAC,Kings,93,1570.1055,1561.1843,H,W,0.59596086,,SEA_SAC,2.0,4,1,SEA
45,50195,200504290SAC,NBA,1,2005,2005-04-29,85,1,SEA,Thunder,104,1546.5443,1539.2803,45.437134,SAC,Kings,116,1561.1843,1568.4484,A,L,0.34075737,,SEA_SAC,3.0,4,1,SEA
46,50203,200505010SAC,NBA,1,2005,2005-05-01,86,1,SEA,Thunder,115,1539.2803,1557.8036,47.346169,SAC,Kings,102,1568.4484,1549.925,A,W,0.32222807,,SEA_SAC,4.0,4,1,SEA
47,50209,200505030SEA,NBA,0,2005,2005-05-03,87,1,SEA,Thunder,122,1557.8036,1561.8738,47.762199,SAC,Kings,118,1549.925,1545.8549,H,W,0.6504457,,SEA_SAC,5.0,4,1,SEA
48,50178,200504240CHI,NBA,1,2005,2005-04-24,83,1,WAS,Wizards,94,1471.5485,1467.0109,37.879883,CHI,Bulls,103,1547.9019,1552.4395,A,L,0.26596898,,WAS_CHI,1.0,4,2,WAS
49,50187,200504270CHI,NBA,1,2005,2005-04-27,84,1,WAS,Wizards,103,1467.0109,1462.3859,37.398006,CHI,Bulls,113,1552.4395,1557.0645,A,L,0.25589544,,WAS_CHI,2.0,4,2,WAS
50,50199,200504300WAS,NBA,0,2005,2005-04-30,85,1,WAS,Wizards,117,1462.3859,1477.3196,38.956871,CHI,Bulls,99,1557.0645,1542.1307,H,W,0.50765753,,WAS_CHI,3.0,4,2,WAS
51,50206,200505020WAS,NBA,0,2005,2005-05-02,86,1,WAS,Wizards,106,1477.3196,1484.6761,39.727257,CHI,Bulls,99,1542.1307,1534.7742,H,W,0.55046839,,WAS_CHI,4.0,4,2,WAS
52,50210,200505040CHI,NBA,1,2005,2005-05-04,87,1,WAS,Wizards,112,1484.6761,1492.4023,40.537312,CHI,Bulls,110,1534.7742,1527.048,A,W,0.29649729,,WAS_CHI,5.0,4,2,WAS
53,50214,200505060WAS,NBA,0,2005,2005-05-06,88,1,WAS,Wizards,94,1492.4023,1496.7274,40.990974,CHI,Bulls,91,1527.048,1522.7229,H,W,0.59295869,,WAS_CHI,6.0,4,2,WAS
54,50178,200504240CHI,NBA,0,2005,2005-04-24,83,1,CHI,Bulls,103,1547.9019,1552.4395,46.795841,WAS,Wizards,94,1471.5485,1467.0109,H,W,0.73403102,,CHI_WAS,1.0,2,4,WAS
55,50187,200504270CHI,NBA,0,2005,2005-04-27,84,1,CHI,Bulls,113,1552.4395,1557.0645,47.270473,WAS,Wizards,103,1467.0109,1462.3859,H,W,0.74410456,,CHI_WAS,2.0,2,4,WAS
56,50199,200504300WAS,NBA,1,2005,2005-04-30,85,1,CHI,Bulls,99,1557.0645,1542.1307,45.732391,WAS,Wizards,117,1462.3859,1477.3196,A,L,0.49234247,,CHI_WAS,3.0,2,4,WAS
57,50206,200505020WAS,NBA,1,2005,2005-05-02,86,1,CHI,Bulls,99,1542.1307,1534.7742,44.969437,WAS,Wizards,106,1477.3196,1484.6761,A,L,0.44953161,,CHI_WAS,4.0,2,4,WAS
58,50210,200505040CHI,NBA,0,2005,2005-05-04,87,1,CHI,Bulls,110,1534.7742,1527.048,44.165154,WAS,Wizards,112,1484.6761,1492.4023,H,L,0.70350271,,CHI_WAS,5.0,2,4,WAS
59,50214,200505060WAS,NBA,1,2005,2005-05-06,88,1,CHI,Bulls,91,1527.048,1522.7229,43.71381,WAS,Wizards,94,1492.4023,1496.7274,A,L,0.40704131,,CHI_WAS,6.0,2,4,WAS
60,50181,200504240SAS,NBA,0,2005,2005-04-24,83,1,SAS,Spurs,87,1655.5695,1643.7887,55.729286,DEN,Nuggets,93,1623.577,1635.3578,H,L,0.68131238,,SAS_DEN,1.0,4,1,SAS
61,50189,200504270SAS,NBA,0,2005,2005-04-27,84,1,SAS,Spurs,104,1643.7887,1657.1407,56.933846,DEN,Nuggets,76,1635.3578,1622.0057,H,W,0.65116829,,SAS_DEN,2.0,4,1,SAS
62,50196,200504300DEN,NBA,1,2005,2005-04-30,85,1,SAS,Spurs,86,1657.1407,1668.4844,57.932484,DEN,Nuggets,78,1622.0057,1610.6621,A,W,0.40772146,,SAS_DEN,3.0,4,1,SAS
63,50205,200505020DEN,NBA,1,2005,2005-05-02,86,1,SAS,Spurs,126,1668.4844,1681.257,59.028576,DEN,Nuggets,115,1610.6621,1597.8895,A,W,0.43959779,,SAS_DEN,4.0,4,1,SAS
64,50211,200505040SAS,NBA,0,2005,2005-05-04,87,1,SAS,Spurs,99,1681.257,1685.9297,59.421867,DEN,Nuggets,89,1597.8895,1593.2168,H,W,0.74183881,,SAS_DEN,5.0,4,1,SAS
65,50181,200504240SAS,NBA,1,2005,2005-04-24,83,1,DEN,Nuggets,93,1623.577,1635.3578,54.953163,SAS,Spurs,87,1655.5695,1643.7887,A,W,0.31868762,,DEN_SAS,1.0,1,4,SAS
66,50189,200504270SAS,NBA,1,2005,2005-04-27,84,1,DEN,Nuggets,76,1635.3578,1622.0057,53.700733,SAS,Spurs,104,1643.7887,1657.1407,A,L,0.34883171,,DEN_SAS,2.0,1,4,SAS
67,50196,200504300DEN,NBA,0,2005,2005-04-30,85,1,DEN,Nuggets,78,1622.0057,1610.6621,52.615566,SAS,Spurs,86,1657.1407,1668.4844,H,L,0.59227854,,DEN_SAS,3.0,1,4,SAS
68,50205,200505020DEN,NBA,0,2005,2005-05-02,86,1,DEN,Nuggets,115,1610.6621,1597.8895,51.37225,SAS,Spurs,126,1668.4844,1681.257,H,L,0.56040221,,DEN_SAS,4.0,1,4,SAS
69,50211,200505040SAS,NBA,1,2005,2005-05-04,87,1,DEN,Nuggets,89,1597.8895,1593.2168,50.912098,SAS,Spurs,99,1681.257,1685.9297,A,L,0.25816119,,DEN_SAS,5.0,1,4,SAS
70,50218,200505080SAS,NBA,0,2005,2005-05-08,88,1,SAS,Spurs,103,1685.9297,1692.3411,59.954647,SEA,Thunder,81,1561.8738,1555.4624,H,W,0.78410816,,SAS_SEA,1.0,4,2,SAS
71,50222,200505100SAS,NBA,0,2005,2005-05-10,89,1,SAS,Spurs,108,1692.3411,1697.3567,60.365852,SEA,Thunder,91,1555.4624,1550.4468,H,W,0.79634142,,SAS_SEA,2.0,4,2,SAS
72,50225,200505120SEA,NBA,1,2005,2005-05-12,90,1,SAS,Spurs,91,1697.3567,1692.5936,59.975471,SEA,Thunder,92,1550.4468,1555.2098,A,L,0.56710154,,SAS_SEA,3.0,4,2,SAS
73,50232,200505150SEA,NBA,1,2005,2005-05-15,91,1,SAS,Spurs,89,1692.5936,1679.313,58.863731,SEA,Thunder,101,1555.2098,1568.4905,A,L,0.55359292,,SAS_SEA,4.0,4,2,SAS
74,50234,200505170SAS,NBA,0,2005,2005-05-17,92,1,SAS,Spurs,103,1679.313,1684.1162,59.26973,SEA,Thunder,90,1568.4905,1563.6873,H,W,0.77093387,,SAS_SEA,5.0,4,2,SAS
75,50237,200505190SEA,NBA,1,2005,2005-05-19,93,1,SAS,Spurs,98,1684.1162,1688.5912,59.644001,SEA,Thunder,96,1563.6873,1559.2123,A,W,0.52936578,,SAS_SEA,6.0,4,2,SAS
76,50218,200505080SAS,NBA,1,2005,2005-05-08,88,1,SEA,Thunder,81,1561.8738,1555.4624,47.106255,SAS,Spurs,103,1685.9297,1692.3411,A,L,0.21589184,,SEA_SAS,1.0,2,4,SAS
77,50222,200505100SAS,NBA,1,2005,2005-05-10,89,1,SEA,Thunder,91,1555.4624,1550.4468,46.590851,SAS,Spurs,108,1692.3411,1697.3567,A,L,0.20365858,,SEA_SAS,2.0,2,4,SAS
78,50225,200505120SEA,NBA,0,2005,2005-05-12,90,1,SEA,Thunder,92,1550.4468,1555.2098,47.080345,SAS,Spurs,91,1697.3567,1692.5936,H,W,0.43289846,,SEA_SAS,3.0,2,4,SAS
79,50232,200505150SEA,NBA,0,2005,2005-05-15,91,1,SEA,Thunder,101,1555.2098,1568.4905,48.435436,SAS,Spurs,89,1692.5936,1679.313,H,W,0.44640708,,SEA_SAS,4.0,2,4,SAS
80,50234,200505170SAS,NBA,1,2005,2005-05-17,92,1,SEA,Thunder,90,1568.4905,1563.6873,47.947105,SAS,Spurs,103,1679.313,1684.1162,A,L,0.22906613,,SEA_SAS,5.0,2,4,SAS
81,50237,200505190SEA,NBA,0,2005,2005-05-19,93,1,SEA,Thunder,96,1563.6873,1559.2123,47.490314,SAS,Spurs,98,1684.1162,1688.5912,H,L,0.47063419,,SEA_SAS,6.0,2,4,SAS
82,50219,200505090DET,NBA,1,2005,2005-05-09,90,1,IND,Pacers,81,1562.5702,1555.7676,47.13755,DET,Pistons,96,1622.4103,1629.2129,A,L,0.28493476,,IND_DET,1.0,2,4,DET
83,50223,200505110DET,NBA,1,2005,2005-05-11,91,1,IND,Pacers,92,1555.7676,1572.2855,48.81974,DET,Pistons,83,1629.2129,1612.6949,A,W,0.26924992,,IND_DET,2.0,2,4,DET
84,50228,200505130IND,NBA,0,2005,2005-05-13,92,1,IND,Pacers,79,1572.2855,1577.8617,49.381809,DET,Pistons,74,1612.6949,1607.1188,H,W,0.58492661,,IND_DET,3.0,2,4,DET
85,50231,200505150IND,NBA,0,2005,2005-05-15,93,1,IND,Pacers,76,1577.8617,1562.2653,47.802139,DET,Pistons,89,1607.1188,1622.7152,H,L,0.60042328,,IND_DET,4.0,2,4,DET
86,50233,200505170DET,NBA,1,2005,2005-05-17,94,1,IND,Pacers,67,1562.2653,1554.3016,46.987141,DET,Pistons,86,1622.7152,1630.6788,A,L,0.28422004,,IND_DET,5.0,2,4,DET
87,50236,200505190IND,NBA,0,2005,2005-05-19,95,1,IND,Pacers,79,1554.3016,1543.7068,45.895435,DET,Pistons,88,1630.6788,1641.2737,H,L,0.53394365,,IND_DET,6.0,2,4,DET
88,50219,200505090DET,NBA,0,2005,2005-05-09,88,1,DET,Pistons,96,1622.4103,1629.2129,54.380226,IND,Pacers,81,1562.5702,1555.7676,H,W,0.71506524,,DET_IND,1.0,4,2,DET
89,50223,200505110DET,NBA,0,2005,2005-05-11,89,1,DET,Pistons,83,1629.2129,1612.6949,52.811398,IND,Pacers,92,1555.7676,1572.2855,H,L,0.73075008,,DET_IND,2.0,4,2,DET
90,50228,200505130IND,NBA,1,2005,2005-05-13,90,1,DET,Pistons,74,1612.6949,1607.1188,52.27285,IND,Pacers,79,1572.2855,1577.8617,A,L,0.41507339,,DET_IND,3.0,4,2,DET
91,50231,200505150IND,NBA,1,2005,2005-05-15,91,1,DET,Pistons,89,1607.1188,1622.7152,53.767975,IND,Pacers,76,1577.8617,1562.2653,A,W,0.39957672,,DET_IND,4.0,4,2,DET
92,50233,200505170DET,NBA,0,2005,2005-05-17,92,1,DET,Pistons,86,1622.7152,1630.6788,54.517452,IND,Pacers,67,1562.2653,1554.3016,H,W,0.71577996,,DET_IND,5.0,4,2,DET
93,50236,200505190IND,NBA,1,2005,2005-05-19,93,1,DET,Pistons,88,1630.6788,1641.2737,55.498989,IND,Pacers,79,1554.3016,1543.7068,A,W,0.46605635,,DET_IND,6.0,4,2,DET
94,50220,200505090PHO,NBA,1,2005,2005-05-09,90,1,DAL,Mavericks,102,1696.2601,1683.048,59.179813,PHO,Suns,127,1688.6796,1701.8917,A,L,0.37004846,,DAL_PHO,1.0,2,4,PHO
95,50224,200505110PHO,NBA,1,2005,2005-05-11,91,1,DAL,Mavericks,108,1683.048,1690.1459,59.773125,PHO,Suns,106,1701.8917,1694.7938,A,W,0.33534247,,DAL_PHO,2.0,2,4,PHO
96,50227,200505130DAL,NBA,0,2005,2005-05-13,92,1,DAL,Mavericks,102,1690.1459,1670.043,58.067867,PHO,Suns,119,1694.7938,1714.8967,H,L,0.63387817,,DAL_PHO,3.0,2,4,PHO
97,50230,200505150DAL,NBA,0,2005,2005-05-15,93,1,DAL,Mavericks,119,1670.043,1678.4176,58.787563,PHO,Suns,109,1714.8967,1706.5221,H,W,0.57870203,,DAL_PHO,4.0,2,4,PHO
98,50235,200505180PHO,NBA,1,2005,2005-05-18,94,1,DAL,Mavericks,108,1678.4176,1673.8787,58.399124,PHO,Suns,114,1706.5221,1711.061,A,L,0.32356668,,DAL_PHO,5.0,2,4,PHO
99,50238,200505200DAL,NBA,0,2005,2005-05-20,95,1,DAL,Mavericks,126,1673.8787,1666.0287,57.718273,PHO,Suns,130,1711.061,1718.911,H,L,0.58942944,,DAL_PHO,6.0,2,4,PHO
100,50220,200505090PHO,NBA,0,2005,2005-05-09,87,1,PHO,Suns,127,1688.6796,1701.8917,60.733398,DAL,Mavericks,102,1696.2601,1683.048,H,W,0.62995154,,PHO_DAL,1.0,4,2,PHO
101,50224,200505110PHO,NBA,0,2005,2005-05-11,88,1,PHO,Suns,106,1701.8917,1694.7938,60.156353,DAL,Mavericks,108,1683.048,1690.1459,H,L,0.66465753,,PHO_DAL,2.0,4,2,PHO
102,50227,200505130DAL,NBA,1,2005,2005-05-13,89,1,PHO,Suns,119,1694.7938,1714.8967,61.764656,DAL,Mavericks,102,1690.1459,1670.043,A,W,0.36612183,,PHO_DAL,3.0,4,2,PHO
103,50230,200505150DAL,NBA,1,2005,2005-05-15,90,1,PHO,Suns,109,1714.8967,1706.5221,61.104454,DAL,Mavericks,119,1670.043,1678.4176,A,L,0.42129797,,PHO_DAL,4.0,4,2,PHO
104,50235,200505180PHO,NBA,0,2005,2005-05-18,91,1,PHO,Suns,114,1706.5221,1711.061,61.464027,DAL,Mavericks,108,1678.4176,1673.8787,H,W,0.67643332,,PHO_DAL,5.0,4,2,PHO
105,50238,200505200DAL,NBA,1,2005,2005-05-20,92,1,PHO,Suns,130,1711.061,1718.911,62.076099,DAL,Mavericks,126,1673.8787,1666.0287,A,W,0.41057056,,PHO_DAL,6.0,4,2,PHO
106,50239,200505220PHO,NBA,0,2005,2005-05-22,93,1,PHO,Suns,114,1718.911,1706.1527,61.075012,SAS,Spurs,121,1688.5912,1701.3495,H,L,0.67921817,,PHO_SAS,1.0,1,4,SAS
107,50241,200505240PHO,NBA,0,2005,2005-05-24,94,1,PHO,Suns,108,1706.1527,1698.2635,60.439674,SAS,Spurs,111,1701.3495,1709.2386,H,L,0.64640999,,PHO_SAS,2.0,1,4,SAS
108,50243,200505280SAS,NBA,1,2005,2005-05-28,95,1,PHO,Suns,92,1698.2635,1691.6771,59.899841,SAS,Spurs,102,1709.2386,1715.8251,A,L,0.34551245,,PHO_SAS,3.0,1,4,SAS
109,50245,200505300SAS,NBA,1,2005,2005-05-30,96,1,PHO,Suns,111,1691.6771,1702.1694,60.755772,SAS,Spurs,106,1715.8251,1705.3328,A,W,0.3285715,,PHO_SAS,4.0,1,4,SAS
110,50247,200506010PHO,NBA,0,2005,2005-06-01,97,1,PHO,Suns,95,1702.1694,1691.5098,59.886017,SAS,Spurs,101,1705.3328,1715.9924,H,L,0.63585925,,PHO_SAS,5.0,1,4,SAS
111,50239,200505220PHO,NBA,1,2005,2005-05-22,94,1,SAS,Spurs,121,1688.5912,1701.3495,60.689667,PHO,Suns,114,1718.911,1706.1527,A,W,0.32078183,,SAS_PHO,1.0,4,1,SAS
112,50241,200505240PHO,NBA,1,2005,2005-05-24,95,1,SAS,Spurs,111,1701.3495,1709.2386,61.320152,PHO,Suns,108,1706.1527,1698.2635,A,W,0.35359001,,SAS_PHO,2.0,4,1,SAS
113,50243,200505280SAS,NBA,0,2005,2005-05-28,96,1,SAS,Spurs,102,1709.2386,1715.8251,61.836971,PHO,Suns,92,1698.2635,1691.6771,H,W,0.65448755,,SAS_PHO,3.0,4,1,SAS
114,50245,200505300SAS,NBA,0,2005,2005-05-30,97,1,SAS,Spurs,106,1715.8251,1705.3328,61.009556,PHO,Suns,111,1691.6771,1702.1694,H,L,0.6714285,,SAS_PHO,4.0,4,1,SAS
115,50247,200506010PHO,NBA,1,2005,2005-06-01,98,1,SAS,Spurs,101,1705.3328,1715.9924,61.849991,PHO,Suns,95,1702.1694,1691.5098,A,W,0.36414075,,SAS_PHO,5.0,4,1,SAS
116,50240,200505230MIA,NBA,1,2005,2005-05-23,94,1,DET,Pistons,90,1641.2737,1657.0386,56.924747,MIA,Heat,81,1696.2896,1680.5247,A,W,0.29062653,,DET_MIA,1.0,4,3,DET
117,50242,200505250MIA,NBA,1,2005,2005-05-25,95,1,DET,Pistons,86,1657.0386,1652.4021,56.50988,MIA,Heat,92,1680.5247,1685.1611,A,L,0.32941258,,DET_MIA,2.0,4,3,DET
118,50244,200505290DET,NBA,0,2005,2005-05-29,96,1,DET,Pistons,104,1652.4021,1640.1484,55.395615,MIA,Heat,113,1685.1611,1697.4148,H,L,0.59557718,,DET_MIA,3.0,4,3,DET
119,50246,200505310DET,NBA,0,2005,2005-05-31,97,1,DET,Pistons,106,1640.1484,1648.9548,56.198994,MIA,Heat,96,1697.4148,1688.6084,H,W,0.56119037,,DET_MIA,4.0,4,3,DET
120,50248,200506020MIA,NBA,1,2005,2005-06-02,98,1,DET,Pistons,76,1648.9548,1642.4824,55.609806,MIA,Heat,88,1688.6084,1695.0808,A,L,0.30918962,,DET_MIA,5.0,4,3,DET
121,50249,200506040DET,NBA,0,2005,2005-06-04,99,1,DET,Pistons,91,1642.4824,1658.4492,57.050217,MIA,Heat,66,1695.0808,1679.114,H,W,0.56779629,,DET_MIA,6.0,4,3,DET
